scenario,year,sector,value,prod,region
Static,2045,Oil crops,0.9763153686818302,46.255484313954,China
Static,2045,Other crops,1.0174326146250945,1258.324315532292,China
Static,2045,Staple crops,1.0000859516450769,796.6706897132337,China
Static,2045,Livestock,1.085823497560743,213.048027953,North America
Static,2045,Oil crops,0.9921913715707412,205.67034727439102,North America
Static,2045,Other crops,1.0103766320540684,776.4757054036852,North America
Static,2045,Staple crops,1.0240394747028423,686.9785910680349,North America
Static,2050,Livestock,1.4548528370309992,144.548943138,Africa
Static,2050,Oil crops,1.0279906894615274,87.85785613847119,Africa
Static,2050,Other crops,1.0879985409376505,938.3646549509181,Africa
Static,2050,Staple crops,1.0303509116589482,958.4961161412858,Africa
Static,2050,Livestock,1.082182895623054,201.2956368818,China
Static,2050,Oil crops,0.9646920695957935,47.491185289404,China
Static,2050,Other crops,1.0083679368313883,1254.63175744715,China
Static,2050,Staple crops,0.9918974457744347,781.5527008295596,China
Static,2050,Livestock,1.0958159421403664,220.949408266,North America
Static,2050,Oil crops,0.9938950923416326,223.03565517769502,North America
Static,2050,Other crops,1.0124809413730083,807.0186658594403,North America
Static,2050,Staple crops,1.0291031162423891,725.4947939112442,North America
Static,2055,Livestock,1.5382444755974045,155.873841945,Africa
Static,2055,Oil crops,1.0438292264625113,99.31456354372982,Africa
Static,2055,Other crops,1.1100058036490725,1034.7389037596408,Africa
Static,2055,Staple crops,1.0405482945131845,1027.646934299298,Africa
Static,2055,Livestock,1.0852187220409624,197.6154505479,China
Static,2055,Oil crops,0.9572838822153726,48.163826674072,China
Static,2055,Other crops,0.9994986714649897,1241.172201677121,China
Static,2055,Staple crops,0.9824690413702007,763.8854297525729,China
Static,2055,Livestock,1.1070602005229062,229.082166373,North America
Static,2055,Oil crops,1.001617966831111,233.87137488341003,North America
Static,2055,Other crops,1.019033286476889,834.4428031891014,North America
Static,2055,Staple crops,1.0346535468633136,761.3947344754204,North America
Static,2060,Livestock,1.6171184336896056,166.751145891,Africa
Static,2060,Oil crops,1.062176167819839,110.98831454018337,Africa
Static,2060,Other crops,1.1325569122444676,1129.373799795448,Africa
Static,2060,Staple crops,1.0499631420112816,1092.728745100533,Africa
Static,2060,Livestock,1.0857468613778836,192.9435616077,China
Static,2060,Oil crops,0.9481318811618991,48.476154813175,China
Static,2060,Other crops,0.9886335809361436,1221.841546823408,China
Static,2060,Staple crops,0.9709810434529362,742.62295887439,China
Static,2060,Livestock,1.1177349296256605,237.194120005,North America
Static,2060,Oil crops,1.006346509241513,240.6704193575,North America
Static,2060,Other crops,1.0227440259035858,863.670293683234,North America
Static,2060,Staple crops,1.037362397075225,790.8276032792438,North America
Static,2065,Livestock,1.6917324508411078,176.938382282,Africa
Static,2065,Oil crops,1.0828649332738678,122.99265672652474,Africa
Static,2065,Other crops,1.1544952086183755,1222.4480779961755,Africa
Static,2065,Staple crops,1.058723657024582,1153.8217185357455,Africa
Static,2065,Livestock,1.084720605797488,187.553634708,China
Static,2065,Oil crops,0.9385985989905292,48.619778093829,China
Static,2065,Other crops,0.9768119409405943,1198.329254187606,China
Static,2065,Staple crops,0.9589051426553854,718.8769090481433,China
Static,2065,Livestock,1.1279524538700263,245.092385104,North America
Static,2065,Oil crops,1.0102244134884963,246.303929342604,North America
Static,2065,Other crops,1.0251433678335078,891.5008234452878,North America
Static,2065,Staple crops,1.0392893833725003,819.8460560379453,North America
Static,2070,Livestock,1.7597969297489844,186.316459287,Africa
Static,2070,Oil crops,1.105159351569262,134.83622334056673,Africa
Static,2070,Other crops,1.1760291311062498,1310.7607646624094,Africa
Static,2070,Staple crops,1.0665951881221922,1209.672053067609,Africa
Static,2070,Livestock,1.082122571149694,181.73810125010002,China
Static,2070,Oil crops,0.9288909625633183,48.550154862016,China
Static,2070,Other crops,0.9646626448736078,1171.789465326994,China
Static,2070,Staple crops,0.9464973670388493,693.2492252607594,China
Static,2070,Livestock,1.1378808318612608,252.190323159,North America
Static,2070,Oil crops,1.0115273225877655,247.840580475785,North America
Static,2070,Other crops,1.0256600210696936,918.1952397102978,North America
Static,2070,Staple crops,1.040552850379689,838.2277705402321,North America
Static,2075,Livestock,1.8206875204843787,194.76283427299998,Africa
Static,2075,Oil crops,1.128474272109556,146.33031939669416,Africa
Static,2075,Other crops,1.1963758729616636,1392.9158876098961,Africa
Static,2075,Staple crops,1.0733552209212345,1259.442821435372,Africa
Static,2075,Livestock,1.0776807575655454,175.5705492437,China
Static,2075,Oil crops,0.9192311141380399,48.662482315739,China
Static,2075,Other crops,0.9521798561118406,1142.466704855231,China
Static,2075,Staple crops,0.9337443789230158,665.9153863228136,China
Static,2075,Livestock,1.1470598109139338,258.435799998,North America
Static,2075,Oil crops,1.0117016394669438,248.00947576243902,North America
Static,2075,Other crops,1.0247818807043596,942.3889419734917,North America
Static,2075,Staple crops,1.0411354766067413,851.0452841674556,North America
Static,2080,Livestock,1.8745552589780314,202.20756878,Africa
Static,2080,Oil crops,1.1518949703500887,157.18501602642667,Africa
Static,2080,Other crops,1.2151549984507608,1468.2504541360804,Africa
Static,2080,Staple crops,1.0792497788204825,1302.600248588389,Africa
Static,2080,Livestock,1.0722349853206605,169.1470987664,China
Static,2080,Oil crops,0.9104865985027686,48.893191676226,China
Static,2080,Other crops,0.939960759144358,1110.939355982935,China
Static,2080,Staple crops,0.9217157337891727,636.9180226414967,China
Static,2080,Livestock,1.1551919459169568,263.910069508,North America
Static,2080,Oil crops,1.0117257412445682,249.143338870502,North America
Static,2080,Other crops,1.022959828124292,963.2092592067805,North America
Static,2080,Staple crops,1.0414543652887318,859.9551744160981,North America
Static,2085,Livestock,1.9203221888050663,208.746521367,Africa
Static,2085,Oil crops,1.1740778705584622,167.058585382465,Africa
Static,2085,Other crops,1.2325699411592346,1534.8954598445766,Africa
Static,2085,Staple crops,1.0841976632008623,1338.8429929558986,Africa
Static,2085,Livestock,1.0661019149237179,162.540824822,China
Static,2085,Oil crops,0.9020943607097323,49.008492641131,China
Static,2085,Other crops,0.9280625450578123,1077.9327211200311,China
Static,2085,Staple crops,0.9102412743876492,607.528035075352,China
Static,2085,Livestock,1.1618319435757678,268.558394033,North America
Static,2085,Oil crops,1.0117017252747496,251.30652545773,North America
Static,2085,Other crops,1.020321460010972,979.8519551030706,North America
Static,2085,Staple crops,1.0407193339774234,867.2595207583372,North America
Static,2090,Livestock,1.9589089312326302,214.38497165799998,Africa
Static,2090,Oil crops,1.1935559833077107,175.6550103478136,Africa
Static,2090,Other crops,1.24788382129342,1593.5017369883667,Africa
Static,2090,Staple crops,1.0882544526555944,1368.6376368130684,Africa
Static,2090,Livestock,1.059712697554751,156.07355103,China
Static,2090,Oil crops,0.8940778422669512,48.910325630973,China
Static,2090,Other crops,0.9168261593593259,1045.219725542127,China
Static,2090,Staple crops,0.8995272827650596,579.4313264549884,China
Static,2090,Livestock,1.1671614994279804,272.405378592,North America
Static,2090,Oil crops,1.011467984507985,253.318828445598,North America
Static,2090,Other crops,1.0169958476966856,992.8490189284312,North America
Static,2090,Staple crops,1.0390845601021725,873.6735502630429,North America
Static,2095,Livestock,1.9914245772201957,219.15179201700002,Africa
Static,2095,Oil crops,1.209877911675182,182.8324110841393,Africa
Static,2095,Other crops,1.261275435807519,1644.45762189246,Africa
Static,2095,Staple crops,1.0918199623281015,1392.4333117354104,Africa
Static,2095,Livestock,1.0535531247026824,149.943416772,China
Static,2095,Oil crops,0.8864272711976559,48.560861898294,China
Static,2095,Other crops,0.9065766268324459,1013.92882923753,China
Static,2095,Staple crops,0.8898046114879922,553.6158570102205,China
Static,2095,Livestock,1.171554479451272,275.40762980200003,North America
Static,2095,Oil crops,1.010691573165765,254.46666487461,North America
Static,2095,Other crops,1.013343825651456,1002.3698862606407,North America
Static,2095,Staple crops,1.037488304291191,878.3600762210118,North America
Static,2100,Livestock,2.0174458100877657,223.086049732,Africa
Static,2100,Oil crops,1.22444642842931,189.51255053612064,Africa
Static,2100,Other crops,1.2726247640434907,1687.4855917182063,Africa
Static,2100,Staple crops,1.0943821051077762,1411.879041781797,Africa
Static,2100,Livestock,1.0473602174756738,144.2062628756,China
Static,2100,Oil crops,0.8787116361787166,47.988677924144,China
Static,2100,Other crops,0.8968784874404883,984.347592967336,China
Static,2100,Staple crops,0.8805361133900992,530.3902152507959,China
Static,2100,Livestock,1.1748139181682975,277.45568371499996,North America
Static,2100,Oil crops,1.0089925953466088,254.259923693075,North America
Static,2100,Other crops,1.0090669643656678,1008.3939251341747,North America
Static,2100,Staple crops,1.0358415735051034,879.585037356467,North America
